emp_no,first_name,last_name,birth_date,from_date,to_date,title
59640,Zita,Hiltgen,1/18/65,1/26/99,1/1/99,Staff
59869,Zsolt,Riefers,2/1/65,9/25/87,1/1/99,Senior Staff
59869,Zsolt,Riefers,2/1/65,9/25/87,1/1/99,Staff
59966,Steen,Salvesen,1/28/65,2/3/93,1/1/99,Technique Leader
60000,Heekeun,Emmart,1/16/65,9/23/95,1/1/99,Assistant Engineer
60000,Heekeun,Emmart,1/16/65,9/23/95,1/1/99,Engineer
60091,Surveyors,Bade,2/1/65,4/11/90,1/1/99,Senior Staff
60091,Surveyors,Bade,2/1/65,4/11/90,1/1/99,Staff
60238,Erzsebet,Claffy,1/23/65,2/19/99,1/1/99,Staff
60559,Jeanna,Stemann,1/19/65,8/29/88,1/1/99,Engineer
60559,Jeanna,Stemann,1/19/65,8/29/88,1/1/99,Senior Engineer
60821,Moty,Mersereau,1/2/65,9/3/91,1/1/99,Senior Staff
60821,Moty,Mersereau,1/2/65,9/3/91,1/1/99,Staff
60845,Bedir,Siegrist,1/14/65,5/13/97,1/1/99,Engineer
60875,Rildo,Masaki,1/21/65,1/14/90,1/1/99,Engineer
60875,Rildo,Masaki,1/21/65,1/14/90,1/1/99,Senior Engineer
60959,Tetsushi,Sridhar,1/9/65,10/19/89,1/1/99,Senior Staff
60959,Tetsushi,Sridhar,1/9/65,10/19/89,1/1/99,Staff
61147,Leszek,Werthner,1/30/65,3/3/99,1/1/99,Staff
61253,Cheong,Uhrik,1/9/65,5/9/02,1/1/99,Engineer
61253,Cheong,Uhrik,1/9/65,5/9/02,1/1/99,Senior Engineer
61377,Dannz,Ohori,1/1/65,4/13/97,1/1/99,Senior Staff
61377,Dannz,Ohori,1/1/65,4/13/97,1/1/99,Staff
61541,Kasidit,Papsdorf,1/8/65,8/17/93,1/1/99,Engineer
61541,Kasidit,Papsdorf,1/8/65,8/17/93,1/1/99,Senior Engineer
61873,Woody,Rusmann,1/19/65,2/26/93,1/1/99,Assistant Engineer
61873,Woody,Rusmann,1/19/65,2/26/93,1/1/99,Engineer
62033,Heeju,Cappelli,1/24/65,1/15/87,1/1/99,Engineer
62033,Heeju,Cappelli,1/24/65,1/15/87,1/1/99,Senior Engineer
62046,Karlis,Nanard,1/31/65,9/19/92,1/1/99,Engineer
62046,Karlis,Nanard,1/31/65,9/19/92,1/1/99,Senior Engineer
62245,Adel,Bressoud,1/1/65,8/30/95,1/1/99,Engineer
63294,Tetsushi,Tanemo,1/23/65,3/1/97,1/1/99,Engineer
63294,Tetsushi,Tanemo,1/23/65,3/1/97,1/1/99,Senior Engineer
63419,Hiroyasu,Seuren,1/14/65,3/5/89,1/1/99,Senior Engineer
63441,Hinrich,Scallan,1/15/65,4/4/99,1/1/99,Staff
63566,Heekeun,Slaats,1/31/65,1/12/99,1/1/99,Senior Staff
63631,Falguni,Cherinka,1/22/65,10/15/87,1/1/99,Senior Engineer
63706,Sedat,Itzigehl,1/26/65,7/31/97,1/1/99,Engineer
64023,Laurentiu,Benzmuller,1/11/65,11/8/99,1/1/99,Senior Engineer
64209,Golgen,Schoegge,1/24/65,2/26/88,1/1/99,Senior Staff
64487,Tsutomu,Rebaine,1/27/65,9/17/86,1/1/99,Engineer
64487,Tsutomu,Rebaine,1/27/65,9/17/86,1/1/99,Senior Engineer
64532,Atilio,Segond,1/23/65,11/29/90,1/1/99,Engineer
64532,Atilio,Segond,1/23/65,11/29/90,1/1/99,Senior Engineer
64632,Zsolt,Brender,1/7/65,2/21/96,1/1/99,Senior Staff
64790,Shin,Piveteau,1/29/65,4/19/85,1/1/99,Engineer
64790,Shin,Piveteau,1/29/65,4/19/85,1/1/99,Senior Engineer
64828,Krister,Pappas,1/27/65,9/30/99,1/1/99,Staff
64984,Eldridge,Eldridge,1/6/65,8/4/94,1/1/99,Engineer
64984,Eldridge,Eldridge,1/6/65,8/4/94,1/1/99,Senior Engineer
65171,Jeane,Tasistro,1/25/65,7/6/94,1/1/99,Technique Leader
65539,Aksel,Picaronny,1/23/65,1/27/91,1/1/99,Engineer
65539,Aksel,Picaronny,1/23/65,1/27/91,1/1/99,Senior Engineer
65883,Patricia,Pepe,1/7/65,4/19/91,1/1/99,Senior Staff
65883,Patricia,Pepe,1/7/65,4/19/91,1/1/99,Staff
65998,Mandell,Alameldin,1/9/65,4/8/89,1/1/99,Senior Staff
65998,Mandell,Alameldin,1/9/65,4/8/89,1/1/99,Staff
66382,Domenico,Candan,1/4/65,7/13/97,1/1/99,Engineer
66530,Dung,Leaver,1/29/65,4/4/98,1/1/99,Staff
66643,Jianhao,Tomescu,1/18/65,8/26/96,1/1/99,Engineer
66702,Deniz,Thibadeau,2/1/65,9/27/94,1/1/99,Engineer
66702,Deniz,Thibadeau,2/1/65,9/27/94,1/1/99,Senior Engineer
66757,Yonghong,Baig,1/16/65,4/10/99,1/1/99,Staff
66807,Aiman,Rosaz,1/21/65,5/22/90,1/1/99,Engineer
66807,Aiman,Rosaz,1/21/65,5/22/90,1/1/99,Senior Engineer
67320,Sadok,Lorys,1/18/65,5/10/87,1/1/99,Senior Staff
67548,Fumitaka,Roohalamini,1/11/65,6/27/98,1/1/99,Staff
67934,Aiman,Gargeya,1/7/65,3/7/85,1/1/99,Engineer
67934,Aiman,Gargeya,1/7/65,3/7/85,1/1/99,Senior Engineer
68416,Munenori,Debuse,1/27/65,11/8/90,1/1/99,Senior Engineer
68608,Yucai,Seghrouchni,1/26/65,6/9/89,1/1/99,Engineer
68608,Yucai,Seghrouchni,1/26/65,6/9/89,1/1/99,Senior Engineer
68633,Chinhyun,Rassart,1/28/65,7/29/93,1/1/99,Senior Engineer
68648,Jaques,DiGiano,1/25/65,4/1/92,1/1/99,Technique Leader
69052,Shietung,Shrader,1/26/65,8/5/95,1/1/99,Senior Staff
69219,Shuky,Redmiles,1/9/65,11/19/94,1/1/99,Senior Staff
69867,Miyeon,Rothe,1/22/65,4/9/91,1/1/99,Senior Staff
69867,Miyeon,Rothe,1/22/65,4/9/91,1/1/99,Staff
69878,Chinya,Cooke,1/24/65,1/29/97,1/1/99,Engineer
69936,Lalit,Unni,1/23/65,1/31/99,1/1/99,Assistant Engineer
70469,Tru,Miyakawa,1/12/65,9/3/90,1/1/99,Senior Staff
70469,Tru,Miyakawa,1/12/65,9/3/90,1/1/99,Staff
70990,Arumugam,Nitta,1/22/65,3/23/90,1/1/99,Senior Engineer
71066,Domenick,Basart,1/27/65,1/5/96,1/1/99,Senior Staff
71066,Domenick,Basart,1/27/65,1/5/96,1/1/99,Staff
71141,Sajjad,Vitiello,1/2/65,2/17/92,1/1/99,Senior Staff
71141,Sajjad,Vitiello,1/2/65,2/17/92,1/1/99,Staff
71188,Pranjal,Schapiro,1/2/65,12/14/86,1/1/99,Senior Staff
71188,Pranjal,Schapiro,1/2/65,12/14/86,1/1/99,Staff
71243,Kinh,Buchter,1/10/65,3/29/86,1/1/99,Engineer
71243,Kinh,Buchter,1/10/65,3/29/86,1/1/99,Senior Engineer
71334,Cathie,Peck,1/15/65,3/4/01,1/1/99,Engineer
71334,Cathie,Peck,1/15/65,3/4/01,1/1/99,Senior Engineer
71685,Kristinn,Olano,1/1/65,10/3/89,1/1/99,Senior Engineer
71710,Hitomi,Takanami,1/31/65,12/15/97,1/1/99,Assistant Engineer
71745,Adil,Laventhal,1/2/65,5/13/92,1/1/99,Assistant Engineer
71745,Adil,Laventhal,1/2/65,5/13/92,1/1/99,Engineer
72190,Sajjad,Waeselynck,1/19/65,9/13/99,1/1/99,Engineer
72194,Feiyu,Siepmann,1/26/65,10/1/98,1/1/99,Senior Engineer
72232,Naraig,Veldwijk,1/10/65,7/10/89,1/1/99,Engineer
72232,Naraig,Veldwijk,1/10/65,7/10/89,1/1/99,Senior Engineer
72640,Honglan,Hutton,1/24/65,10/4/93,1/1/99,Engineer
72640,Honglan,Hutton,1/24/65,10/4/93,1/1/99,Senior Engineer
72918,Takahira,Szilard,1/22/65,1/16/88,1/1/99,Senior Staff
72918,Takahira,Szilard,1/22/65,1/16/88,1/1/99,Staff
73076,Froduald,Feldhoffer,1/22/65,3/16/93,1/1/99,Senior Engineer
73233,Shigeo,Merey,1/15/65,7/30/85,1/1/99,Senior Engineer
73516,Qingxiang,Badache,1/14/65,6/25/89,1/1/99,Engineer
73516,Qingxiang,Badache,1/14/65,6/25/89,1/1/99,Senior Engineer
73743,Anneke,Bernardeschi,1/15/65,10/15/00,1/1/99,Engineer
74200,Holgard,Weiland,1/16/65,9/24/91,1/1/99,Senior Engineer
74344,Hiroyasu,Provine,2/1/65,11/25/94,1/1/99,Engineer
74668,Masako,Bonifati,1/1/65,4/9/87,1/1/99,Senior Staff
74800,Yuuichi,Conde,1/25/65,3/8/89,1/1/99,Assistant Engineer
74800,Yuuichi,Conde,1/25/65,3/8/89,1/1/99,Engineer
74800,Yuuichi,Conde,1/25/65,3/8/89,1/1/99,Senior Engineer
75354,Shuky,Jakobus,1/11/65,6/16/86,1/1/99,Engineer
75354,Shuky,Jakobus,1/11/65,6/16/86,1/1/99,Senior Engineer
75703,Kyoichi,Erman,1/8/65,7/25/96,1/1/99,Engineer
75703,Kyoichi,Erman,1/8/65,7/25/96,1/1/99,Senior Engineer
76189,Kolar,Hinsberger,1/2/65,10/20/86,1/1/99,Engineer
76189,Kolar,Hinsberger,1/2/65,10/20/86,1/1/99,Senior Engineer
76201,Arif,Preusig,1/10/65,4/2/92,1/1/99,Senior Engineer
76640,Tristan,Mitsuhashi,1/2/65,7/13/94,1/1/99,Engineer
76640,Tristan,Mitsuhashi,1/2/65,7/13/94,1/1/99,Senior Engineer
77030,Faiza,Garnham,1/2/65,3/2/86,1/1/99,Technique Leader
77303,Xinglin,Birge,1/18/65,3/5/92,1/1/99,Senior Staff
77303,Xinglin,Birge,1/18/65,3/5/92,1/1/99,Staff
77647,Niranjan,Schaaf,1/7/65,11/5/89,1/1/99,Technique Leader
77815,Ronghao,Picaronny,1/21/65,6/9/93,1/1/99,Assistant Engineer
77815,Ronghao,Picaronny,1/21/65,6/9/93,1/1/99,Engineer
78106,Ashish,Ratnaker,1/9/65,1/17/00,1/1/99,Senior Staff
78363,Susumu,Fritzsche,1/3/65,6/23/98,1/1/99,Engineer
78469,Leucio,Cappelli,1/28/65,8/22/97,1/1/99,Staff
78871,Conor,Ghandeharizadeh,1/15/65,5/25/85,1/1/99,Senior Engineer
79043,Katsuo,Hockney,1/24/65,11/7/99,1/1/99,Technique Leader
79171,Guiseppe,Ellozy,1/19/65,1/12/91,1/1/99,Senior Engineer
79310,Jeong,Cunliffe,1/24/65,10/27/96,1/1/99,Senior Staff
79606,Arnd,Peir,1/3/65,12/11/86,1/1/99,Senior Engineer
79763,Sanjoy,Barreiro,1/20/65,4/9/88,1/1/99,Senior Staff
79763,Sanjoy,Barreiro,1/20/65,4/9/88,1/1/99,Staff
79895,Fei,Murtagh,1/30/65,1/19/86,1/1/99,Senior Staff
80067,Kazuhisa,Weiland,1/19/65,11/9/85,1/1/99,Senior Staff
80067,Kazuhisa,Weiland,1/19/65,11/9/85,1/1/99,Staff
80203,Shakhar,Baik,1/22/65,12/1/93,1/1/99,Staff
80432,Stella,Figueira,1/17/65,3/14/90,1/1/99,Senior Staff
80432,Stella,Figueira,1/17/65,3/14/90,1/1/99,Staff
80731,Shaowen,Eldridge,1/25/65,12/5/87,1/1/99,Senior Staff
80731,Shaowen,Eldridge,1/25/65,12/5/87,1/1/99,Staff
80850,Koldo,Luit,2/1/65,4/16/95,1/1/99,Engineer
80850,Koldo,Luit,2/1/65,4/16/95,1/1/99,Senior Engineer
80889,Shigeo,Linnainmaa,1/7/65,7/30/85,1/1/99,Senior Engineer
80948,Harjit,Bardell,1/27/65,5/24/91,1/1/99,Engineer
80948,Harjit,Bardell,1/27/65,5/24/91,1/1/99,Senior Engineer
81105,Jaewon,Boissier,1/14/65,5/24/92,1/1/99,Engineer
81105,Jaewon,Boissier,1/14/65,5/24/92,1/1/99,Senior Engineer
81545,Larisa,Kornyak,1/13/65,2/7/00,1/1/99,Technique Leader
81644,Divine,Ghandeharizadeh,1/5/65,11/28/97,1/1/99,Staff
81995,Sreekrishna,Brender,1/10/65,3/22/90,1/1/99,Engineer
81995,Sreekrishna,Brender,1/10/65,3/22/90,1/1/99,Senior Engineer
82069,Yechezkel,Perfilyeva,1/20/65,11/3/94,1/1/99,Engineer
82069,Yechezkel,Perfilyeva,1/20/65,11/3/94,1/1/99,Senior Engineer
82098,Poornachandra,Wilharm,1/25/65,4/20/91,1/1/99,Engineer
82098,Poornachandra,Wilharm,1/25/65,4/20/91,1/1/99,Senior Engineer
82351,Stevo,Thambidurai,1/26/65,10/27/89,1/1/99,Senior Staff
82511,Uwe,Koblick,1/27/65,4/4/98,1/1/99,Engineer
82919,Shigeu,Claffy,1/5/65,12/19/98,1/1/99,Engineer
82928,Alselm,Rikino,1/27/65,11/16/90,1/1/99,Engineer
82928,Alselm,Rikino,1/27/65,11/16/90,1/1/99,Senior Engineer
83280,Francesca,Ellozy,1/7/65,8/8/99,1/1/99,Senior Engineer
83289,Shigeichiro,Engelmann,1/9/65,1/9/94,1/1/99,Engineer
83289,Shigeichiro,Engelmann,1/9/65,1/9/94,1/1/99,Senior Engineer
83509,Breannda,Collavizza,1/4/65,10/12/89,1/1/99,Engineer
83509,Breannda,Collavizza,1/4/65,10/12/89,1/1/99,Senior Engineer
83544,Leaf,Baak,1/18/65,9/5/94,1/1/99,Senior Staff
83544,Leaf,Baak,1/18/65,9/5/94,1/1/99,Staff
83714,Ohad,Kilgore,1/27/65,10/10/00,1/1/99,Engineer
83714,Ohad,Kilgore,1/27/65,10/10/00,1/1/99,Senior Engineer
83805,Manohar,Harllee,1/23/65,3/11/87,1/1/99,Senior Engineer
83941,Zsolt,Hagimont,1/11/65,10/8/96,1/1/99,Senior Staff
83941,Zsolt,Hagimont,1/11/65,10/8/96,1/1/99,Staff
84029,Babette,Eugenio,1/27/65,9/21/97,1/1/99,Staff
84179,Shuichi,Nanard,1/25/65,3/14/89,1/1/99,Senior Engineer
84236,Eberhardt,Barriga,1/18/65,6/4/87,1/1/99,Senior Staff
84236,Eberhardt,Barriga,1/18/65,6/4/87,1/1/99,Staff
84315,Kristina,Baumann,1/23/65,9/26/96,1/1/99,Assistant Engineer
84451,Shiv,Aumann,1/20/65,6/14/98,1/1/99,Senior Engineer
84508,Tommaso,Vidya,1/17/65,5/2/98,1/1/99,Engineer
84840,Sverrir,Neimat,1/14/65,11/3/96,1/1/99,Staff
84922,Parke,Unno,1/22/65,7/1/96,1/1/99,Engineer
84942,Shin,Fujisaki,1/15/65,2/23/88,1/1/99,Technique Leader
85216,Ferdinand,Rosiles,1/18/65,7/8/97,1/1/99,Senior Staff
85288,Younwoo,Luders,1/6/65,12/8/98,1/1/99,Engineer
85288,Younwoo,Luders,1/6/65,12/8/98,1/1/99,Senior Engineer
85414,Chiradeep,Callaway,1/14/65,7/30/99,1/1/99,Staff
85445,Yongdong,Pollock,1/9/65,3/17/98,1/1/99,Staff
85702,Udi,Merks,1/4/65,8/15/97,1/1/99,Engineer
85874,Pasqua,Taubman,1/30/65,6/23/86,1/1/99,Senior Staff
86213,Kristine,Clemencon,1/28/65,6/1/93,1/1/99,Senior Staff
86213,Kristine,Clemencon,1/28/65,6/1/93,1/1/99,Staff
86354,Ronghao,Segond,1/27/65,9/13/93,1/1/99,Senior Engineer
86422,Jaewon,Thummel,2/1/65,9/14/85,1/1/99,Senior Staff
86422,Jaewon,Thummel,2/1/65,9/14/85,1/1/99,Staff
86546,Oldrich,Woycyznski,1/9/65,5/15/85,1/1/99,Engineer
86546,Oldrich,Woycyznski,1/9/65,5/15/85,1/1/99,Senior Engineer
86655,Zhenhua,Lorys,1/1/65,8/21/95,1/1/99,Engineer
86672,JoAnne,Anido,1/15/65,9/15/95,1/1/99,Staff
87129,Keung,Neiman,1/16/65,4/13/97,1/1/99,Staff
87353,Quingbo,Coombs,1/7/65,1/17/99,1/1/99,Senior Engineer
87714,Khun,Janetzko,1/16/65,9/13/89,1/1/99,Assistant Engineer
87714,Khun,Janetzko,1/16/65,9/13/89,1/1/99,Engineer
87729,Yongmin,Roccetti,1/24/65,12/10/86,1/1/99,Senior Staff
87729,Yongmin,Roccetti,1/24/65,12/10/86,1/1/99,Staff
87783,Conor,Thorensen,1/26/65,2/24/88,1/1/99,Senior Engineer
88103,Goo,Bresenham,1/9/65,1/31/99,1/1/99,Senior Staff
88411,Lena,Cannane,1/31/65,1/28/00,1/1/99,Engineer
88422,Jungsoon,Birsak,1/28/65,4/3/85,1/1/99,Technique Leader
88647,Vasiliy,Ratnaker,1/10/65,8/9/95,1/1/99,Engineer
88958,Vojin,Coombs,1/22/65,7/23/95,1/1/99,Senior Staff
88958,Vojin,Coombs,1/22/65,7/23/95,1/1/99,Staff
88965,Mang,Hedayat,1/20/65,5/22/95,1/1/99,Engineer
89048,Otmar,Birjandi,1/24/65,3/23/85,1/1/99,Engineer
89048,Otmar,Birjandi,1/24/65,3/23/85,1/1/99,Senior Engineer
89090,Tetsushi,Theuretzbacher,1/26/65,2/1/90,1/1/99,Senior Staff
89090,Tetsushi,Theuretzbacher,1/26/65,2/1/90,1/1/99,Staff
89161,Conal,Yetto,1/7/65,1/12/91,1/1/99,Senior Staff
89161,Conal,Yetto,1/7/65,1/12/91,1/1/99,Staff
89207,Along,Erol,1/15/65,10/16/92,1/1/99,Senior Staff
89207,Along,Erol,1/15/65,10/16/92,1/1/99,Staff
89346,Mansur,Comyn,1/13/65,8/31/99,1/1/99,Engineer
89590,Guther,Rothenberg,1/27/65,8/8/91,1/1/99,Senior Staff
89590,Guther,Rothenberg,1/27/65,8/8/91,1/1/99,Staff
89664,Pranjal,Rossi,1/20/65,7/7/98,1/1/99,Staff
89680,Aiman,Mawatari,1/27/65,5/1/88,1/1/99,Engineer
89680,Aiman,Mawatari,1/27/65,5/1/88,1/1/99,Senior Engineer
89806,Xiadong,Shinomoto,1/27/65,5/24/97,1/1/99,Engineer
89806,Xiadong,Shinomoto,1/27/65,5/24/97,1/1/99,Senior Engineer
89922,Alexius,Ibel,1/26/65,4/24/88,1/1/99,Engineer
89922,Alexius,Ibel,1/26/65,4/24/88,1/1/99,Senior Engineer
89941,Arnould,Weedman,1/23/65,7/28/89,1/1/99,Senior Staff
90077,Vivian,Guerreiro,1/24/65,7/8/91,1/1/99,Assistant Engineer
90077,Vivian,Guerreiro,1/24/65,7/8/91,1/1/99,Engineer
90084,Renny,Bale,1/1/65,11/22/89,1/1/99,Engineer
90084,Renny,Bale,1/1/65,11/22/89,1/1/99,Senior Engineer
90211,Bader,Denis,1/15/65,10/6/97,1/1/99,Engineer
90292,Koichi,Assaf,1/9/65,5/26/90,1/1/99,Engineer
90292,Koichi,Assaf,1/9/65,5/26/90,1/1/99,Senior Engineer
90518,Fumiko,Chepyzhov,1/24/65,1/28/88,1/1/99,Senior Staff
90518,Fumiko,Chepyzhov,1/24/65,1/28/88,1/1/99,Staff
90614,Yonghoan,Trogemann,1/29/65,9/23/88,1/1/99,Assistant Engineer
90614,Yonghoan,Trogemann,1/29/65,9/23/88,1/1/99,Engineer
90692,Rajmohan,DasSarma,1/3/65,9/14/85,1/1/99,Senior Staff
90692,Rajmohan,DasSarma,1/3/65,9/14/85,1/1/99,Staff
91172,Kazuhisa,Melter,1/19/65,7/16/87,1/1/99,Senior Staff
91172,Kazuhisa,Melter,1/19/65,7/16/87,1/1/99,Staff
91182,Lucien,Schwartzburd,1/4/65,8/25/88,1/1/99,Engineer
91182,Lucien,Schwartzburd,1/4/65,8/25/88,1/1/99,Senior Engineer
91229,Yahiko,Hebden,1/1/65,10/3/96,1/1/99,Engineer
91229,Yahiko,Hebden,1/1/65,10/3/96,1/1/99,Senior Engineer
91256,Gunilla,Milicic,1/13/65,1/9/98,1/1/99,Staff
91333,Lobel,Stafford,1/27/65,11/29/98,1/1/99,Staff
91415,Jamaludin,Nilsson,1/4/65,1/15/87,1/1/99,Senior Staff
91415,Jamaludin,Nilsson,1/4/65,1/15/87,1/1/99,Staff
91648,Dmitry,Msuda,1/29/65,10/22/88,1/1/99,Senior Staff
91648,Dmitry,Msuda,1/29/65,10/22/88,1/1/99,Staff
92438,Aria,Kilgore,1/4/65,4/11/92,1/1/99,Engineer
92438,Aria,Kilgore,1/4/65,4/11/92,1/1/99,Senior Engineer
92454,Visit,McFarlan,1/24/65,10/22/87,1/1/99,Engineer
92454,Visit,McFarlan,1/24/65,10/22/87,1/1/99,Senior Engineer
92577,Zhanqiu,Farrow,1/6/65,1/10/99,1/1/99,Assistant Engineer
92598,Ranga,Merro,1/18/65,5/11/96,1/1/99,Assistant Engineer
92685,Mang,Atchley,1/26/65,6/7/95,1/1/99,Senior Staff
92841,Claude,Candan,1/22/65,8/4/93,1/1/99,Senior Staff
92846,Anyuan,Kropatsch,1/11/65,9/5/86,1/1/99,Senior Staff
92846,Anyuan,Kropatsch,1/11/65,9/5/86,1/1/99,Staff
92920,Huei,Hutter,1/20/65,1/28/93,1/1/99,Engineer
92920,Huei,Hutter,1/20/65,1/28/93,1/1/99,Senior Engineer
93040,Jaques,Kabayashi,1/19/65,3/13/92,1/1/99,Senior Engineer
93220,Richara,Walston,1/11/65,8/27/96,1/1/99,Senior Engineer
93278,Magdalena,Penn,2/1/65,1/4/97,1/1/99,Engineer
93278,Magdalena,Penn,2/1/65,1/4/97,1/1/99,Senior Engineer
93549,Arie,Coullard,2/1/65,3/28/00,1/1/99,Senior Staff
93549,Arie,Coullard,2/1/65,3/28/00,1/1/99,Staff
93600,Kristina,Neimat,1/13/65,4/18/88,1/1/99,Technique Leader
94331,Ramzi,Cronau,1/26/65,9/3/99,1/1/99,Technique Leader
94416,Aran,Cesareni,1/1/65,11/20/01,1/1/99,Senior Staff
94761,Hitofumi,Zaccaria,1/27/65,11/22/88,1/1/99,Engineer
94761,Hitofumi,Zaccaria,1/27/65,11/22/88,1/1/99,Senior Engineer
94944,Heping,Matheson,1/13/65,6/24/88,1/1/99,Engineer
94944,Heping,Matheson,1/13/65,6/24/88,1/1/99,Senior Engineer
95181,Yishai,Cappelli,1/28/65,1/30/97,1/1/99,Staff
95286,Kristin,Guerreiro,1/18/65,8/23/89,1/1/99,Engineer
95286,Kristin,Guerreiro,1/18/65,8/23/89,1/1/99,Senior Engineer
95314,Rasiah,Koblick,1/22/65,8/21/91,1/1/99,Senior Staff
95314,Rasiah,Koblick,1/22/65,8/21/91,1/1/99,Staff
95406,Alair,Lyonns,1/8/65,7/12/97,1/1/99,Engineer
95416,Gianluca,Ramaiah,1/13/65,11/29/93,1/1/99,Engineer
95509,Kristinn,Loncour,1/11/65,2/8/95,1/1/99,Engineer
95920,Nobuyoshi,Hegner,1/19/65,9/7/94,1/1/99,Senior Staff
95920,Nobuyoshi,Hegner,1/19/65,9/7/94,1/1/99,Staff
96571,Kokou,Garrabrants,1/13/65,11/5/97,1/1/99,Senior Engineer
96579,Mohan,Tasistro,1/18/65,2/10/96,1/1/99,Engineer
96767,Arumugam,Vecchio,1/7/65,8/14/85,1/1/99,Engineer
96767,Arumugam,Vecchio,1/7/65,8/14/85,1/1/99,Senior Engineer
97018,Jeanna,Chinen,1/9/65,1/1/89,1/1/99,Engineer
97018,Jeanna,Chinen,1/9/65,1/1/89,1/1/99,Senior Engineer
97623,Haldon,Janetzko,1/25/65,9/11/90,1/1/99,Senior Staff
97623,Haldon,Janetzko,1/25/65,9/11/90,1/1/99,Staff
97661,Avishai,Hegner,1/31/65,5/8/93,1/1/99,Senior Staff
97661,Avishai,Hegner,1/31/65,5/8/93,1/1/99,Staff
98288,Sumali,Huttel,1/12/65,9/12/89,1/1/99,Senior Staff
98288,Sumali,Huttel,1/12/65,9/12/89,1/1/99,Staff
98306,Ziya,Kadhim,1/16/65,6/24/99,1/1/99,Senior Engineer
98639,Florina,Assaf,1/29/65,5/18/96,1/1/99,Staff
99057,Shugo,Reeken,1/30/65,6/21/99,1/1/99,Staff
99373,Xiaobin,Christianini,1/13/65,12/25/85,1/1/99,Senior Staff
99373,Xiaobin,Christianini,1/13/65,12/25/85,1/1/99,Staff
99377,Carrsten,Francisci,1/18/65,6/16/91,1/1/99,Senior Engineer
99590,Dhritiman,Anily,1/24/65,12/16/98,1/1/99,Staff
99654,Mahendra,Motley,1/30/65,9/28/85,1/1/99,Senior Staff
99654,Mahendra,Motley,1/30/65,9/28/85,1/1/99,Staff
100865,Hisao,Peral,1/19/65,10/3/90,1/1/99,Engineer
100865,Hisao,Peral,1/19/65,10/3/90,1/1/99,Senior Engineer
100916,Heejo,Aamodt,1/18/65,4/22/92,1/1/99,Engineer
100916,Heejo,Aamodt,1/18/65,4/22/92,1/1/99,Senior Engineer
101487,Abdelaziz,Sury,1/14/65,1/31/91,1/1/99,Senior Staff
101487,Abdelaziz,Sury,1/14/65,1/31/91,1/1/99,Staff
101647,Mori,Homond,1/22/65,5/10/94,1/1/99,Senior Staff
101647,Mori,Homond,1/22/65,5/10/94,1/1/99,Staff
101902,Mantis,Millington,1/14/65,3/18/91,1/1/99,Senior Staff
101902,Mantis,Millington,1/14/65,3/18/91,1/1/99,Staff
102620,Adin,Templeman,1/3/65,8/12/99,1/1/99,Engineer
103196,Djenana,Albarhamtoshy,1/16/65,7/16/88,1/1/99,Senior Staff
103196,Djenana,Albarhamtoshy,1/16/65,7/16/88,1/1/99,Staff
103310,Visit,Swen,1/7/65,10/2/95,1/1/99,Senior Staff
103310,Visit,Swen,1/7/65,10/2/95,1/1/99,Staff
103316,Susanne,Peternell,1/3/65,7/27/94,1/1/99,Engineer
103316,Susanne,Peternell,1/3/65,7/27/94,1/1/99,Senior Engineer
103342,Beshir,Hellwagner,1/3/65,2/3/98,1/1/99,Engineer
103756,Heping,Halloran,1/31/65,4/8/92,1/1/99,Assistant Engineer
103756,Heping,Halloran,1/31/65,4/8/92,1/1/99,Engineer
104133,Pranjal,Zyda,1/31/65,7/3/91,1/1/99,Senior Staff
104133,Pranjal,Zyda,1/31/65,7/3/91,1/1/99,Staff
104845,Werner,Lodder,1/29/65,6/17/92,1/1/99,Senior Staff
104845,Werner,Lodder,1/29/65,6/17/92,1/1/99,Staff
104988,Parviz,Litzler,1/7/65,8/8/92,1/1/99,Engineer
104988,Parviz,Litzler,1/7/65,8/8/92,1/1/99,Senior Engineer
105342,Kwun,Reeker,1/1/65,7/29/99,1/1/99,Technique Leader
105356,Diederik,Matzov,1/29/65,3/8/95,1/1/99,Engineer
105356,Diederik,Matzov,1/29/65,3/8/95,1/1/99,Senior Engineer
105432,Mohamadou,Stafford,1/8/65,9/12/95,1/1/99,Engineer
105432,Mohamadou,Stafford,1/8/65,9/12/95,1/1/99,Senior Engineer
105520,Haldun,Lienhardt,1/1/65,1/29/87,1/1/99,Senior Staff
105731,Sachem,Cromarty,1/15/65,8/20/90,1/1/99,Assistant Engineer
105731,Sachem,Cromarty,1/15/65,8/20/90,1/1/99,Engineer
106096,Naftali,Schurmann,1/14/65,12/2/92,1/1/99,Engineer
106096,Naftali,Schurmann,1/14/65,12/2/92,1/1/99,Senior Engineer
106242,Nevio,Thisen,2/1/65,3/25/88,1/1/99,Senior Staff
106242,Nevio,Thisen,2/1/65,3/25/88,1/1/99,Staff
106695,Lijie,Garrabrants,1/31/65,10/26/88,1/1/99,Senior Staff
106695,Lijie,Garrabrants,1/31/65,10/26/88,1/1/99,Staff
106710,Babette,Anandan,1/31/65,11/22/86,1/1/99,Senior Staff
106710,Babette,Anandan,1/31/65,11/22/86,1/1/99,Staff
107486,Siamak,Luiz,1/23/65,2/11/87,1/1/99,Senior Engineer
107737,Fabrizio,Chleq,1/23/65,7/31/99,1/1/99,Senior Engineer
